Gender,percentage,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,Salary
m,74.67,computer engineering,72.04,Maharashtra,2012,385,415,595,0.735795709,475,505000
m,77.8,instrumentation and control engineering,79,Gujarat,2012,385,565,430,0.998591448,335,300000
m,60,computer application,77,Tamil Nadu,2013,385,410,330,0.080055281,355,155000
m,73.8,computer science & engineering,70.3,Uttar Pradesh,2013,385,570,690,0.144789889,595,280000
m,49,computer application,78,Madhya Pradesh,2013,385,435,320,0.23780284,375,185000
f,70.83,computer engineering,60,Maharashtra,2013,385,410,370,0.23780284,465,200000
m,67,electronics and communication engineering,61.8,Uttar Pradesh,2013,385,395,525,0.824666401,215,300000
m,70.8,electronics and communication engineering,65,Uttar Pradesh,2013,385,375,575,0.824666401,395,240000
f,65.5,computer science & engineering,61,Maharashtra,2013,385,420,370,0.843123727,515,100000
m,66.8,information technology,76.8,West Bengal,2014,385,400,570,0.23780284,465,340000
f,74.6,information technology,77.26,Uttar Pradesh,2014,385,510,310,0.276047228,345,275000
m,74,computer application,81,Punjab,2014,385,395,295,0.356536488,395,145000
m,77,computer application,75.6,Maharashtra,2014,385,485,310,0.744758354,485,300000
m,50,electronics and instrumentation engineering,66,Tamil Nadu,2011,394,265,445,0.376059587,155,150000
f,79.5,computer engineering,63.25,Maharashtra,2012,394,475,515,0.765673581,485,100000
m,90.6,electronics and communication engineering,68.4,Telangana,2010,395,425,575,0.229481755,435,720000
m,82.6,computer science & engineering,75.88,Madhya Pradesh,2010,395,345,385,0.276047228,345,335000
m,65,information technology,65,Rajasthan,2010,395,324,415,0.447147892,394,150000
f,62.6,electrical engineering,76.25,Madhya Pradesh,2010,395,455,475,0.694479328,195,215000
m,74,computer engineering,71.48,Karnataka,2011,395,385,315,0.24545566,335,210000
m,72.46,industrial & production engineering,62,Maharashtra,2011,395,365,305,0.304510914,315,200000
m,92.3,information technology,69.12,Andhra Pradesh,2011,395,345,505,0.563267824,425,420000
m,58.92,information technology,64,Rajasthan,2011,395,405,515,0.700826162,464,135000
m,55,computer engineering,65.8,Uttar Pradesh,2012,395,350,445,0.276047228,345,335000
m,71.08,computer science & engineering,65.68,Rajasthan,2012,395,535,515,0.356536488,535,210000
f,81,aeronautical engineering,77,Telangana,2012,395,395,535,0.607034038,335,180000
m,61.8,information technology,62.2,Uttar Pradesh,2012,395,565,475,0.670743151,455,200000
m,45,computer engineering,72,Orissa,2012,395,635,495,0.704090412,465,180000
m,66.2,information technology,70.59,Madhya Pradesh,2012,395,450,455,0.704090412,465,100000
f,68.6,computer engineering,77,Uttar Pradesh,2012,395,435,575,0.735795709,475,190000
m,73.33,computer science & engineering,71.97,Uttar Pradesh,2012,395,325,585,0.744758354,395,120000
m,61.6,computer engineering,65,Chhattisgarh,2012,395,500,605,0.765673581,485,325000
m,82.6,electronics and electrical engineering,67.96,Telangana,2012,395,435,405,0.824666401,215,45000
m,47.2,computer application,75,Uttar Pradesh,2012,395,404,385,0.864685413,525,150000
m,61.2,computer engineering,78.8,Uttarakhand,2012,395,565,655,0.884122512,535,700000
f,78,electronics and communication engineering,71,Punjab,2013,395,485,530,0.023312168,345,180000
m,70,information technology,64,Uttar Pradesh,2013,395,555,475,0.080055281,525,95000
m,78.5,electronics and communication engineering,67,Telangana,2013,395,420,210,0.112139438,305,120000
m,94,electronics and communication engineering,68,Telangana,2013,395,370,310,0.279258512,255,200000
m,85.4,information technology,63.79,Andhra Pradesh,2013,395,485,445,0.356536488,375,345000
m,66.5,computer science & engineering,70.52,Telangana,2013,395,570,430,0.356536488,415,200000
m,61,computer science & engineering,71,Uttar Pradesh,2013,395,585,445,0.356536488,455,325000
f,75,information technology,75,Tamil Nadu,2013,395,460,225,0.486747008,545,300000
m,73.2,electronics and electrical engineering,75,Tamil Nadu,2013,395,355,235,0.557389506,295,180000
f,75.5,information technology,73.81,Karnataka,2013,395,470,455,0.600057182,435,350000
m,71.8,computer science & engineering,72.31,Madhya Pradesh,2013,395,455,390,0.622642916,545,300000
f,73.8,information technology,73,Gujarat,2013,395,425,295,0.635978756,445,95000
m,71,computer science & engineering,69.62,Uttarakhand,2013,395,570,635,0.842248322,465,400000
m,68.8,computer application,79.1,Madhya Pradesh,2013,395,425,590,0.916869961,555,170000
m,89,electronics and communication engineering,69.2,Telangana,2013,395,500,530,0.960603252,335,400000
m,65.66,computer engineering,77.5,Uttar Pradesh,2013,395,435,645,0.990008757,655,550000
f,61.6,instrumentation and control engineering,82,West Bengal,2014,395,605,585,0.124502074,445,265000
m,66.2,information technology,67.6,Haryana,2014,395,520,500,0.23780284,495,240000
m,92.4,electronics and communication engineering,74.5,Andhra Pradesh,2014,395,510,605,0.338786347,385,280000
m,64,computer application,84,Punjab,2014,395,510,250,0.356536488,415,60000
m,47,information technology,59.9,Uttar Pradesh,2014,395,400,390,0.486747008,305,120000
m,75.2,computer engineering,61,Tamil Nadu,2014,395,300,310,0.486747008,325,200000
m,66.6,information technology,76,Uttar Pradesh,2014,395,465,500,0.486747008,445,180000
f,67.3,electronics and communication engineering,71.08,Uttar Pradesh,2014,395,390,555,0.493596387,365,180000
f,86,computer science & engineering,83,Tamil Nadu,2014,395,345,485,0.563267824,425,215000
m,87.4,computer science & engineering,69.31,Andhra Pradesh,2014,395,530,545,0.622642916,395,350000
m,57,information technology,65.06,Uttar Pradesh,2014,395,425,425,0.744758354,385,120000
m,81,electronics and communication engineering,81,Uttar Pradesh,2014,395,425,460,0.783303537,525,180000
m,64,electronics and instrumentation engineering,67.7,Uttar Pradesh,2014,395,590,535,0.943272158,375,200000
f,76,information technology,72.14,Uttar Pradesh,2014,395,470,430,0.998876108,415,110000
f,68,electronics and communication engineering,70.29,Punjab,2015,395,505,525,0.783303537,455,120000
m,55,computer science & engineering,88,Punjab,2015,395,540,535,0.992259189,665,145000
m,50,information technology,60,Karnataka,2010,404,375,395,0.488347977,405,225000
m,58.4,information technology,55,Punjab,2012,404,285,385,0.165633092,305,190000
m,65.33,computer engineering,68.5,West Bengal,2012,404,445,445,0.276047228,345,285000
f,53.33,information science engineering,63.2,Karnataka,2012,404,505,435,0.635978756,445,200000
f,58,information technology,70,Uttar Pradesh,2012,404,464,425,0.704090412,465,145000
m,63,electronics & telecommunications,65,Orissa,2013,404,495,405,0.279258512,255,220000
m,69.5,information technology,56.7,Karnataka,2009,405,355,295,0.276047228,345,180000
f,82,electronics and instrumentation engineering,61,Andhra Pradesh,2010,405,465,425,0.023312168,345,50000
m,61,computer application,65,Uttar Pradesh,2010,405,455,475,0.525922584,415,4000000
m,55,computer engineering,66,Rajasthan,2010,405,585,415,0.600057182,435,145000
m,86.1,computer application,76,Andhra Pradesh,2010,405,385,585,0.635978756,445,380000
m,85.4,electronics and communication engineering,64,Telangana,2010,405,485,445,0.694479328,305,130000
m,91.3,mechanical engineering,78.2,Jharkhand,2010,405,435,705,0.755375121,465,850000
m,67.4,electronics and electrical engineering,72,Uttar Pradesh,2010,405,595,625,0.960603252,435,420000
f,68.3,information technology,74.2,Tamil Nadu,2011,405,305,185,0.24545566,335,200000
m,73.69,electronics and communication engineering,64.53,Rajasthan,2011,405,365,425,0.960603252,175,150000
f,61,computer science & engineering,70,Karnataka,2012,405,410,325,0.022313286,195,250000
f,80.3,information technology,63.54,Telangana,2012,405,395,365,0.143256541,295,360000
m,64,computer engineering,78,Orissa,2012,405,485,495,0.165633092,305,110000
m,59,information technology,58.66,Maharashtra,2012,405,585,334,0.308400583,355,120000
m,75.6,electronics and communication engineering,61.9,Haryana,2012,405,620,620,0.376059587,395,510000
m,90.3,mechanical engineering,81,Telangana,2012,405,465,565,0.490636956,415,500000
f,76.3,computer application,99,Maharashtra,2012,405,385,485,0.600057182,435,370000
m,52,industrial & production engineering,58.59,Maharashtra,2012,405,410,355,0.607034038,295,170000
m,89.6,computer application,74,Andhra Pradesh,2012,405,455,555,0.670743151,455,500000
f,86,computer engineering,81,Rajasthan,2012,405,375,585,0.704090412,465,120000
m,82,computer engineering,72,Karnataka,2012,405,545,505,0.735795709,475,430000
f,62.5,computer application,84.3,Karnataka,2012,405,545,365,0.793580615,495,415000
f,75.16,electronics and communication engineering,75.72,Karnataka,2012,405,435,345,0.824666401,355,200000
m,61.2,computer science & engineering,67.08,Uttar Pradesh,2012,405,460,450,0.842248322,365,170000
m,55.54,computer engineering,72.39,Karnataka,2012,405,525,525,0.843123727,515,350000
m,74.2,computer engineering,72.7,Tamil Nadu,2012,405,510,545,0.864685413,525,140000
m,61,computer science & engineering,62,Karnataka,2012,405,540,630,0.911395278,495,180000
m,64.4,computer engineering,65.64,Uttar Pradesh,2012,405,475,515,0.952245573,585,280000
m,80,computer engineering,77,Uttar Pradesh,2012,405,495,425,0.974396113,615,600000
m,47.6,computer application,58.25,Punjab,2013,405,545,220,0.242499915,334,145000
f,78,information technology,66,Andhra Pradesh,2013,405,410,340,0.308400583,355,215000
f,69,electronics and communication engineering,67,Kerala,2013,405,460,390,0.338786347,415,120000
f,58,computer application,74,Uttar Pradesh,2013,405,510,330,0.356536488,435,230000
m,56,electronics and communication engineering,62.15,Telangana,2013,405,330,210,0.376059587,305,190000
m,65.2,electronics and instrumentation engineering,72.5,Madhya Pradesh,2013,405,520,530,0.376059587,315,180000
m,75.4,electronics and communication engineering,68.56,Uttar Pradesh,2013,405,485,680,0.376059587,365,335000
m,87.9,computer science & engineering,69.36,Andhra Pradesh,2013,405,450,470,0.377551419,375,100000
m,65,computer science & engineering,65.3,Tamil Nadu,2013,405,485,430,0.413838256,385,185000
f,71,electronics and communication engineering,70.08,Uttar Pradesh,2013,405,470,450,0.493596387,325,150000
f,76,electronics and communication engineering,73,Telangana,2013,405,400,355,0.538386893,325,45000
m,80.6,electronics and communication engineering,72.04,Uttar Pradesh,2013,405,435,590,0.538386893,425,240000
f,70,computer science & engineering,71,Tamil Nadu,2013,405,395,260,0.622642916,405,210000
m,80.5,computer application,78,Andhra Pradesh,2013,405,575,635,0.622642916,665,310000
m,90.2,electronics and communication engineering,69.3,Andhra Pradesh,2013,405,480,665,0.649389715,345,330000
f,95,electronics and communication engineering,78.6,Telangana,2013,405,545,450,0.649389715,375,100000
f,56,computer application,71,Maharashtra,2013,405,410,440,0.704090412,465,190000
f,60,computer science & engineering,66,Uttar Pradesh,2013,405,425,545,0.704090412,465,360000
m,95.2,computer science & engineering,79.37,Andhra Pradesh,2013,405,510,650,0.735795709,475,350000
m,67.5,computer science & engineering,61.43,Maharashtra,2013,405,385,390,0.744758354,435,120000
m,78,electronics & telecommunications,73.72,Madhya Pradesh,2013,405,470,585,0.783303537,505,340000
m,87.83,computer science & engineering,81,Tamil Nadu,2013,405,420,475,0.842248322,475,180000
m,89.2,electronics and communication engineering,75,Tamil Nadu,2013,405,395,500,0.88162007,705,310000
m,93.8,computer science & engineering,73.7,Andhra Pradesh,2013,405,475,855,0.992259189,665,410000
f,88,computer science and technology,73,Andhra Pradesh,2014,405,350,310,0.144789889,355,220000
m,83.6,computer science & engineering,66.23,Telangana,2014,405,495,535,0.144789889,455,145000
f,73.6,computer science & engineering,75.5,Madhya Pradesh,2014,405,385,235,0.23780284,305,215000
f,75.75,information technology,72,Tamil Nadu,2014,405,470,340,0.23780284,435,100000
m,79,information technology,83.01,West Bengal,2014,405,410,690,0.356536488,585,315000
m,70,information technology,70,Uttar Pradesh,2014,405,390,325,0.450876584,395,170000
m,62,computer science & engineering,70.68,Uttar Pradesh,2014,405,395,390,0.486747008,495,180000
m,68.2,computer application,65.47,Uttarakhand,2014,405,485,500,0.81941653,505,400000
m,62,computer science & engineering,75,Uttar Pradesh,2014,405,545,535,0.953899775,495,145000
m,65.4,computer application,73.55,Uttar Pradesh,2015,405,370,295,0.356536488,455,200000
f,71,computer science & engineering,65.5,Uttar Pradesh,2015,405,625,390,0.81941653,505,240000
m,80,computer engineering,77.4,Tamil Nadu,2010,415,465,565,0.308400583,355,300000
f,75,electrical engineering,65,Uttar Pradesh,2010,415,555,435,0.376059587,335,560000
m,76,computer engineering,71,Tamil Nadu,2010,415,554,405,0.735795709,475,300000
m,82.5,computer engineering,66.15,Orissa,2010,415,335,405,0.884122512,535,345000
m,72.48,information technology,54.75,Maharashtra,2010,415,475,455,0.884122512,535,220000
m,86,electronics and communication engineering,73,Uttar Pradesh,2011,415,375,565,0.124502074,445,360000
f,84.09,computer engineering,72.8,Tamil Nadu,2011,415,455,464,0.165633092,305,110000
m,62.4,electronics and communication engineering,67,Uttar Pradesh,2011,415,415,425,0.229481755,295,160000
m,81,electronics and communication engineering,73.8,West Bengal,2011,415,445,615,0.376059587,155,330000
m,69,electronics and communication engineering,67.4,Haryana,2011,415,515,605,0.376059587,365,200000
f,68,information technology,58.79,Maharashtra,2011,415,565,415,0.450876584,395,160000
m,80.2,computer engineering,88.1,Jammu and Kashmir,2011,415,565,595,0.704090412,465,495000
m,69,computer engineering,69,Rajasthan,2011,415,605,635,0.864685413,525,300000
f,96.6,electronics and communication engineering,80.14,Andhra Pradesh,2012,415,425,675,0.0587928,395,325000
m,57,information technology,66.24,Punjab,2012,415,495,475,0.10487136,275,270000
m,75.91,information technology,73.5,Tamil Nadu,2012,415,435,195,0.190153406,315,180000
m,60,computer science & engineering,68.74,Uttar Pradesh,2012,415,355,455,0.24545566,335,240000
m,79.8,computer science & engineering,74,Uttar Pradesh,2012,415,450,500,0.450876584,395,180000
m,88.7,computer engineering,69.03,Telangana,2012,415,445,554,0.450876584,395,405000
m,70.16,computer science & engineering,85.8,Orissa,2012,415,245,485,0.563267824,425,360000
m,67,computer application,65,Uttar Pradesh,2012,415,405,365,0.563267824,425,95000
m,66.86,information technology,82.2,West Bengal,2012,415,485,530,0.670743151,455,500000
m,72,computer engineering,55.5,Maharashtra,2012,415,345,395,0.670743151,455,210000
m,90.1,electronics and communication engineering,76.56,Telangana,2012,415,435,595,0.694479328,425,410000
m,77.23,information technology,73.5,Rajasthan,2012,415,545,605,0.735795709,475,180000
m,64,computer application,72,Karnataka,2012,415,485,445,0.765673581,485,330000
f,65.6,information technology,54.68,Maharashtra,2012,415,450,430,0.765673581,485,195000
f,62.66,information technology,72.22,Karnataka,2012,415,385,365,0.793580615,495,400000
m,74,information technology,69.2,Tamil Nadu,2012,415,635,455,0.793580615,495,310000
m,61,computer engineering,77.8,West Bengal,2012,415,535,615,0.884122512,535,375000
